node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
POLE	RFC4	984840	981740	ENSP00000322570	ENSP00000296273	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.000	0.934
PCNA	PRKDC	991950	983877	ENSP00000368438	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.850	0.000	0.000	0.849
ERCC5	MSH2	987985	977012	ENSP00000347978	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
CFLAR	TNFRSF10A	983787	976441	ENSP00000312455	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.934	0.000	0.000	0.933
RAD50	DMC1	979585	976139	ENSP00000265335	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.505
PNKP	NTHL1	984941	976340	ENSP00000323511	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.607	0.000	0.000	0.607
CASP9	AKT3	985709	979261	ENSP00000330237	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
DDB1	MSH2	982456	977012	ENSP00000301764	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.228	0.000	0.000	0.228
RAD51	NTHL1	979855	976340	ENSP00000267868	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.229
EXO1	MSH4	983715	979126	ENSP00000311873	ENSP00000263187	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.238
XAB2	GTF2H3	988481	976839	ENSP00000351137	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
OGG1	MSH3	983033	979536	ENSP00000306561	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
IL1B	IRAK2	979165	978202	ENSP00000263341	ENSP00000256458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3R5	PIK3R2	979978	976536	ENSP00000269300	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKDC	CASP3	983877	983604	ENSP00000313420	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
TP53	APEX1	979979	976233	ENSP00000269305	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RFC5	CDC6	996982	976059	ENSP00000408295	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.206	0.900	0.000	0.915
RAD50	TOPBP1	979585	978617	ENSP00000265335	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.609	0.000	0.000	0.609
CHEK1	LIG1	980540	979151	ENSP00000278916	ENSP00000263274	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.669
XRCC6	ATM	988652	980514	ENSP00000352257	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.740	0.000	0.000	0.740
TRADD	TNFRSF10A	987063	976441	ENSP00000341268	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
IKBKB	AKT1	986774	980037	ENSP00000339151	ENSP00000270202	0.000	0.000	0.000	0.651	0.000	0.846	0.900	0.000	0.983
PRKACB	PRKAR1B	990206	988839	ENSP00000359719	ENSP00000353415	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC4	NBN	987175	979610	ENSP00000342011	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XPC	GTF2H1	980908	979693	ENSP00000285021	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.845	0.900	0.000	0.983
ERCC5	DDB1	987985	982456	ENSP00000347978	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.115	0.900	0.000	0.905
RAD17	RAD51	992299	979855	ENSP00000370151	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.505
PPP3CA	PPP3R1	993449	977067	ENSP00000378323	ENSP00000234310	0.000	0.000	0.000	0.000	0.000	0.993	0.900	0.000	0.999
AKT2	NFKB1	993239	976749	ENSP00000375892	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.088	0.800	0.000	0.805
PARP1	LIG4	989329	988208	ENSP00000355759	ENSP00000349393	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
RFC3	POLD4	992135	983647	ENSP00000369411	ENSP00000311368	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BID	BAX	984404	981408	ENSP00000318822	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
MRE11A	EXO1	985197	983715	ENSP00000325863	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
MRE11A	POLD1	985197	978920	ENSP00000325863	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
ERCC4	RPA1	983532	978067	ENSP00000310520	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.633	0.000	0.000	0.633
DFFA	CASP3	991513	983604	ENSP00000366237	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
APAF1	BIRC2	988791	976784	ENSP00000353059	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.288	0.900	0.000	0.924
IRAK1	MAP3K14	990032	987185	ENSP00000358997	ENSP00000342059	0.000	0.000	0.000	0.505	0.000	0.000	0.800	0.000	0.800
POLD2	RPA3	993523	976606	ENSP00000379148	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKACG	CHEK1	991572	980540	ENSP00000366488	ENSP00000278916	0.000	0.000	0.000	0.772	0.000	0.293	0.000	0.000	0.293
RAD51	DMC1	979855	976139	ENSP00000267868	ENSP00000216024	0.000	0.000	0.000	0.937	0.000	0.621	0.000	0.000	0.621
MUTYH	RAD1	996969	987003	ENSP00000408176	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.607	0.000	0.000	0.607
CASP8	RIPK1	988504	978509	ENSP00000351273	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
DDB2	RPA3	978247	976606	ENSP00000256996	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHEK2	RFC3	992579	992135	ENSP00000372023	ENSP00000369411	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
CASP9	PIK3R3	985709	979026	ENSP00000330237	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
XRCC5	TP53	985622	979979	ENSP00000329528	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPA	PMS2L3	991140	982611	ENSP00000364270	ENSP00000302965	0.000	0.000	0.000	0.000	0.000	0.234	0.000	0.000	0.234
RAD17	MSH5	992299	991269	ENSP00000370151	ENSP00000364894	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.224
RAD52	RFC1	988506	978706	ENSP00000351284	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
ATM	RFC1	980514	978706	ENSP00000278616	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
CHUK	FASLG	990127	989529	ENSP00000359424	ENSP00000356694	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHEK2	POLD1	992579	978920	ENSP00000372023	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
IKBKB	FADD	986774	982467	ENSP00000339151	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3CB	PIK3CA	981143	979288	ENSP00000289153	ENSP00000263967	0.000	0.000	0.000	0.904	0.000	0.000	0.900	0.000	0.899
POLD4	RPA3	983647	976606	ENSP00000311368	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IRAK1	TNFRSF1A	990032	975867	ENSP00000358997	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.356
XPA	CDK7	991140	978199	ENSP00000364270	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DCLRE1C	MLH1	991797	976973	ENSP00000367527	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.238
CHEK2	RAD51	992579	979855	ENSP00000372023	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.488	0.000	0.000	0.488
TP53	MSH2	979979	977012	ENSP00000269305	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
GTF2H3	RPA3	976839	976606	ENSP00000228955	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPC	MSH2	980908	977012	ENSP00000285021	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.233	0.000	0.000	0.232
MYD88	IL1R1	993574	977047	ENSP00000379625	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
DDB1	PMS2	982456	979682	ENSP00000301764	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.207
GTF2H5	GTF2H2	989395	980301	ENSP00000356067	ENSP00000274400	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
RELA	PIK3CA	994309	979288	ENSP00000384273	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHUK	TP53	990127	979979	ENSP00000359424	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP9	AKT1	985709	980037	ENSP00000330237	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
POLE	POLD4	984840	983647	ENSP00000322570	ENSP00000311368	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
BID	TNFRSF1A	984404	975867	ENSP00000318822	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.538	0.900	0.000	0.950
CASP3	IL1R1	983604	977047	ENSP00000311032	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BCL2L1	PIK3CA	982553	979288	ENSP00000302564	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3CA	PIK3R3	979288	979026	ENSP00000263967	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
OGG1	NTHL1	983033	976340	ENSP00000306561	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.607	0.000	0.000	0.607
NTHL1	APEX1	976340	976233	ENSP00000219066	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
XRCC6	RAD1	988652	987003	ENSP00000352257	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
GTF2H2	GTF2H4	980301	978518	ENSP00000274400	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.982	0.900	0.000	0.998
BCL2	CASP10	985632	980968	ENSP00000329623	ENSP00000286186	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
APEX2	POLE	991110	984840	ENSP00000364126	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.227
CHEK1	PRKAR2A	980540	979629	ENSP00000278916	ENSP00000265563	0.000	0.000	0.000	0.000	0.000	0.295	0.000	0.000	0.294
EXO1	RAD51	983715	979855	ENSP00000311873	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.237	0.000	0.000	0.236
FADD	TNFRSF1A	982467	975867	ENSP00000301838	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.969	0.900	0.000	0.996
CSF2RB	IL3RA	994280	985410	ENSP00000384053	ENSP00000327890	0.000	0.000	0.000	0.570	0.000	0.621	0.900	0.000	0.959
RAD1	POLD1	987003	978920	ENSP00000340879	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
MSH4	RPA1	979126	978067	ENSP00000263187	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ORC1L	CDC6	990384	976059	ENSP00000360621	ENSP00000209728	0.000	0.000	0.000	0.773	0.000	0.999	0.800	0.000	0.999
ATR	MSH2	987414	977012	ENSP00000343741	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
LIG4	PRKDC	988208	983877	ENSP00000349393	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.826	0.900	0.000	0.981
NGF	BAD	989928	983354	ENSP00000358525	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
NGF	PIK3CA	989928	979288	ENSP00000358525	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKACA	CHEK1	983418	980540	ENSP00000309591	ENSP00000278916	0.000	0.000	0.000	0.767	0.000	0.293	0.000	0.000	0.293
BIRC2	TNFRSF1A	976784	975867	ENSP00000227758	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
PCNA	XPA	991950	991140	ENSP00000368438	ENSP00000364270	0.000	0.000	0.000	0.000	0.000	0.488	0.000	0.000	0.488
DCLRE1C	XRCC4	991797	987175	ENSP00000367527	ENSP00000342011	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3CG	PIK3R2	988630	976536	ENSP00000352121	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.605	0.900	0.000	0.957
TP53	MLH1	979979	976973	ENSP00000269305	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FASLG	RIPK1	989529	978509	ENSP00000356694	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC3	ERCC8	980930	979523	ENSP00000285398	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD17	RAD54B	992299	986466	ENSP00000370151	ENSP00000336606	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
PCNA	EXO1	991950	983715	ENSP00000368438	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP9	CASP10	985709	980968	ENSP00000330237	ENSP00000286186	0.000	0.000	0.000	0.752	0.000	0.621	0.000	0.000	0.621
CHUK	IKBKB	990127	986774	ENSP00000359424	ENSP00000339151	0.000	0.000	0.000	0.936	0.000	0.999	0.900	0.000	0.999
XPC	MSH3	980908	979536	ENSP00000285021	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.228	0.000	0.000	0.228
RAD23A	GTF2H4	984699	978518	ENSP00000321365	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.161	0.000	0.000	0.160
PPP3CA	PPP3CC	993449	977245	ENSP00000378323	ENSP00000240139	0.000	0.000	0.000	0.968	0.000	0.000	0.900	0.000	0.899
LIG3	XRCC5	991843	985622	ENSP00000367787	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CASP3	AIFM1	983604	981039	ENSP00000311032	ENSP00000287295	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CHEK2	BRCA1	992579	988359	ENSP00000372023	ENSP00000350283	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
PIK3CD	AKT1	991590	980037	ENSP00000366563	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.237	0.800	0.000	0.837
RAD51	MSH2	979855	977012	ENSP00000267868	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RFC5	RFC3	996982	992135	ENSP00000408295	ENSP00000369411	0.000	0.000	0.000	0.772	0.000	0.758	0.900	0.000	0.974
DCLRE1C	BRCA1	991797	988359	ENSP00000367527	ENSP00000350283	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
PCNA	RAD51	991950	979855	ENSP00000368438	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.192	0.900	0.000	0.913
RIPK1	TNFSF10	978509	977287	ENSP00000259808	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPA	MUS81	991140	983204	ENSP00000364270	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.386	0.000	0.000	0.385
PCNA	CHEK1	991950	980540	ENSP00000368438	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ATR	POLE	987414	984840	ENSP00000343741	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
BAD	PRKAR2B	983354	979652	ENSP00000309103	ENSP00000265717	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
EXO1	PMS2	983715	979682	ENSP00000311873	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.885	0.000	0.000	0.885
PMS2	TOPBP1	979682	978617	ENSP00000265849	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RAD50	RFC1	979585	978706	ENSP00000265335	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
FASLG	FAS	989529	987986	ENSP00000356694	ENSP00000347979	0.000	0.000	0.000	0.000	0.000	0.996	0.800	0.000	0.999
PIK3CG	PIK3R3	988630	979026	ENSP00000352121	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.577	0.900	0.000	0.954
BRCA2	MRE11A	992153	985197	ENSP00000369497	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC4	MRE11A	987175	985197	ENSP00000342011	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RPA2	XRCC6	990895	988652	ENSP00000363021	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
LIG3	RFC1	991843	978706	ENSP00000367787	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.235
PIK3CB	PIK3R3	981143	979026	ENSP00000289153	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
XRCC6	DDB1	988652	982456	ENSP00000352257	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.253	0.000	0.000	0.252
RPA2	ATR	990895	987414	ENSP00000363021	ENSP00000343741	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CAPN2	CAPNS1	981537	977534	ENSP00000295006	ENSP00000246533	0.000	0.000	0.000	0.891	0.000	0.993	0.000	0.000	0.992
FASLG	PIK3R1	989529	980292	ENSP00000356694	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.658	0.000	0.000	0.657
BRCA1	NFKB1	988359	976749	ENSP00000350283	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CHUK	TNFRSF10A	990127	976441	ENSP00000359424	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RPA3	ERCC1	976606	975751	ENSP00000223129	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MUTYH	APEX2	996969	991110	ENSP00000408176	ENSP00000364126	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RELA	AKT2	994309	993239	ENSP00000384273	ENSP00000375892	0.000	0.000	0.000	0.000	0.000	0.077	0.800	0.000	0.802
OGG1	XRCC1	983033	979056	ENSP00000306561	ENSP00000262887	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
MSH3	RPA1	979536	978067	ENSP00000265081	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
IRAK1	IRAK4	990032	988160	ENSP00000358997	ENSP00000349096	0.000	0.000	0.000	0.812	0.000	0.994	0.900	0.000	0.999
CASP3	FADD	983604	982467	ENSP00000311032	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKAR2B	PRKAR2A	979652	979629	ENSP00000265717	ENSP00000265563	0.000	0.000	0.000	0.956	0.000	0.000	0.900	0.000	0.899
AKT2	BCL2L1	993239	982553	ENSP00000375892	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RFC5	POLE	996982	984840	ENSP00000408295	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC3	POLD3	992135	979230	ENSP00000369411	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
AKT3	NFKB1	979261	976749	ENSP00000263826	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.088	0.800	0.000	0.805
POLE	MUS81	984840	983204	ENSP00000322570	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
XPC	GTF2H4	980908	978518	ENSP00000285021	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
CFLAR	BIRC2	983787	976784	ENSP00000312455	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RPA2	MSH3	990895	979536	ENSP00000363021	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
ERCC3	CCNH	980930	978238	ENSP00000285398	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.997	0.900	0.000	0.999
MRE11A	DMC1	985197	976139	ENSP00000325863	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.505
FASLG	CASP10	989529	980968	ENSP00000356694	ENSP00000286186	0.000	0.000	0.000	0.000	0.000	0.924	0.900	0.000	0.991
GTF2H1	CCNH	979693	978238	ENSP00000265963	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.989	0.900	0.000	0.998
MYD88	IKBKG	993574	989953	ENSP00000379625	ENSP00000358622	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BRCA1	SHFM1	988359	977636	ENSP00000350283	ENSP00000248566	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RAD54L	RPA1	990469	978067	ENSP00000361043	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
PIK3CB	PIK3R5	981143	979978	ENSP00000289153	ENSP00000269300	0.000	0.000	0.000	0.000	0.000	0.140	0.900	0.000	0.908
MAP3K14	IKBKB	987185	986774	ENSP00000342059	ENSP00000339151	0.000	0.000	0.000	0.510	0.000	0.991	0.800	0.000	0.998
OGG1	RAD50	983033	979585	ENSP00000306561	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.260	0.000	0.000	0.260
XRCC5	MRE11A	985622	985197	ENSP00000329528	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.756	0.000	0.000	0.756
RFC5	XRCC5	996982	985622	ENSP00000408295	ENSP00000329528	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
CAST	CAPN2	993526	981537	ENSP00000379158	ENSP00000295006	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RPA2	RAD1	990895	987003	ENSP00000363021	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RAD51	RPA3	979855	976606	ENSP00000267868	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.500	0.900	0.000	0.946
LIG3	PIK3R1	991843	980292	ENSP00000367787	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
MNAT1	ERCC1	978667	975751	ENSP00000261245	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD1	RFC1	987003	978706	ENSP00000340879	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
NBN	MLH1	979610	976973	ENSP00000265433	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
GTF2H4	CCNH	978518	978238	ENSP00000259895	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XPA	XPC	991140	980908	ENSP00000364270	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
ERCC4	RPA3	983532	976606	ENSP00000310520	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PCNA	APEX2	991950	991110	ENSP00000368438	ENSP00000364126	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
RELA	PIK3R1	994309	980292	ENSP00000384273	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
LIG3	RAD1	991843	987003	ENSP00000367787	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.160
MSH2	MLH1	977012	976973	ENSP00000233146	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.729	0.540	0.000	0.866
BCL2	BCL2L1	985632	982553	ENSP00000329623	ENSP00000302564	0.000	0.000	0.000	0.908	0.000	0.989	0.000	0.000	0.988
IKBKG	NGF	989953	989928	ENSP00000358622	ENSP00000358525	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ORC1L	RAD50	990384	979585	ENSP00000360621	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
TRADD	BID	987063	984404	ENSP00000341268	ENSP00000318822	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FAS	CASP10	987986	980968	ENSP00000347979	ENSP00000286186	0.000	0.000	0.000	0.000	0.000	0.987	0.000	0.000	0.986
RELA	CASP8	994309	988504	ENSP00000384273	ENSP00000351273	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD52	PMS2	988506	979682	ENSP00000351284	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.000	0.202
IRAK4	IRAK2	988160	978202	ENSP00000349096	ENSP00000256458	0.000	0.000	0.000	0.768	0.000	0.990	0.900	0.000	0.998
BID	RIPK1	984404	978509	ENSP00000318822	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC5	DDB2	987985	978247	ENSP00000347978	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CASP8	TNFRSF10A	988504	976441	ENSP00000351273	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.998	0.900	0.000	0.999
TNFRSF10D	TNFSF10	983501	977287	ENSP00000310263	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.937	0.900	0.000	0.993
DDB1	CCNH	982456	978238	ENSP00000301764	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHEK2	RFC1	992579	978706	ENSP00000372023	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
XPC	CDK7	980908	978199	ENSP00000285021	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC2	XPC	993226	980908	ENSP00000375809	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IKBKG	ATR	989953	987414	ENSP00000358622	ENSP00000343741	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
POLD4	RFC4	983647	981740	ENSP00000311368	ENSP00000296273	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PARP1	BRCA1	989329	988359	ENSP00000355759	ENSP00000350283	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.357
